Program_ID,Industry_Feedback_Score,Student_Performance_Score,Graduate_Employment_Rate,Skill_Gap_Index,Employer_Satisfaction_Level,Curriculum_Flexibility_Score,Technology_Integration_Level,Industry_Trend_Alignment,Recommended_Curriculum_Adjustment_%,Curriculum_Adjustment_Level
VET1054,60,72,32,0.19,3,65,48,99,23.1,Medium
VET1055,65,74,43,0.38,1,52,32,47,31.2,High
VET1056,64,65,89,0.19,1,61,65,48,23.7,Medium
VET1057,61,47,74,0.35,2,39,72,69,35.9,High
VET1058,98,75,63,0.4,1,40,44,46,25.4,High
VET1059,66,87,74,0.19,5,67,70,89,18.9,Medium
VET1060,88,69,90,0.12,4,35,65,71,14.6,Medium
VET1061,52,62,45,0.15,2,88,62,94,24.7,Medium
VET1062,72,81,95,0.34,4,70,34,82,26.4,High
VET1063,73,83,69,0.44,4,76,43,36,30.8,High
VET1064,80,53,46,0.12,3,63,97,34,19.4,Medium
VET1065,74,53,63,0.39,3,65,76,53,34.1,High
VET1066,40,41,45,0.24,2,66,83,57,35.8,High
VET1067,60,94,89,0.29,3,46,33,91,23.7,Medium
VET1068,87,76,95,0.47,3,69,38,46,30.9,High
VET1069,94,44,95,0.23,3,69,82,49,23.9,Medium
VET1070,45,77,42,0.29,4,83,89,32,30.1,High
VET1071,67,84,85,0.11,2,41,75,66,15.3,Medium
VET1072,56,80,60,0.13,4,50,83,44,19.3,Medium
VET1073,44,93,63,0.2,5,69,66,80,22.6,Medium
VET1074,70,99,68,0.11,4,48,52,77,11.7,Medium
VET1075,44,86,96,0.35,5,32,56,37,31.5,High
VET1076,77,53,37,0.27,1,47,99,42,27.5,High
VET1077,42,95,84,0.32,1,82,95,77,28.6,High
VET1078,92,78,56,0.17,5,80,90,32,14.5,Medium
VET1079,62,64,82,0.22,5,48,80,94,25.8,High
VET1080,76,59,68,0.37,4,76,79,60,31.5,High
VET1081,92,41,94,0.49,5,35,48,55,37.9,High
VET1082,76,78,46,0.12,2,45,30,85,15.2,Medium
VET1083,49,45,59,0.46,1,37,69,63,44.2,High
VET1084,49,56,82,0.33,1,77,61,38,35.5,High
VET1085,58,98,42,0.33,5,47,51,91,25.3,High
VET1086,56,64,50,0.3,3,81,95,42,31.0,High
VET1087,60,96,48,0.13,3,77,69,98,15.3,Medium
VET1088,53,67,82,0.14,5,72,67,70,23.0,Medium
VET1089,48,41,48,0.34,2,68,77,30,39.2,High
VET1090,85,74,86,0.24,3,78,84,76,20.2,Medium
VET1091,40,76,54,0.47,5,78,84,33,40.3,High
VET1092,90,44,60,0.26,2,41,80,92,26.2,High
VET1093,84,40,84,0.16,2,74,89,81,23.2,Medium
VET1094,52,79,52,0.39,4,39,37,39,33.3,High
VET1095,43,51,61,0.22,2,36,97,57,32.2,High
VET1096,40,95,91,0.31,3,75,38,35,28.5,High
VET1097,88,75,39,0.38,3,84,31,56,26.4,High
VET1098,79,84,83,0.46,5,30,99,41,30.4,High
VET1099,71,62,81,0.42,5,78,88,91,34.4,High
VET1100,73,86,49,0.37,2,65,48,81,26.7,High
VET1101,67,70,61,0.37,1,50,57,77,31.1,High
VET1102,70,50,43,0.48,4,66,43,96,40.0,High
VET1103,47,49,79,0.22,1,81,53,75,31.8,High
VET1104,78,42,57,0.1,2,53,73,44,21.0,Medium
VET1105,65,93,82,0.21,2,84,85,65,18.9,Medium
VET1106,97,53,53,0.19,1,54,80,43,19.5,Medium
VET1107,73,55,51,0.36,4,36,61,32,32.4,High
VET1108,93,49,59,0.35,1,71,79,96,29.1,High
VET1109,93,68,92,0.34,5,46,70,48,24.8,Medium
VET1110,42,49,33,0.11,3,58,95,83,27.3,High
VET1111,98,51,88,0.39,5,59,54,98,29.7,High
VET1112,89,69,37,0.23,3,36,90,39,19.9,Medium
VET1113,51,80,41,0.37,2,62,95,62,32.3,High
VET1114,40,40,60,0.32,4,36,71,42,40.0,High
VET1115,93,44,63,0.24,1,87,94,80,24.6,Medium
VET1116,83,59,78,0.15,4,53,65,61,19.1,Medium
VET1117,44,47,86,0.14,1,40,38,53,28.8,High
VET1118,69,82,55,0.43,5,38,65,64,31.3,High
VET1119,69,51,47,0.47,5,41,67,99,39.5,High
VET1120,98,40,67,0.36,1,64,62,69,30.4,High
VET1121,96,96,79,0.14,4,33,71,83,8.6,Low
VET1122,56,93,37,0.26,1,65,90,73,23.2,Medium
VET1123,87,59,70,0.39,2,57,75,91,30.3,High
VET1124,86,67,35,0.41,5,86,90,97,29.9,High
VET1125,62,96,98,0.15,2,42,47,62,15.9,Medium
VET1126,54,82,73,0.1,5,52,99,85,17.8,Medium
VET1127,76,76,93,0.38,5,48,44,65,28.6,High
VET1128,60,86,58,0.24,3,71,77,83,22.8,Medium
VET1129,53,76,57,0.2,2,66,42,48,24.2,Medium
VET1130,41,51,40,0.11,2,68,72,72,27.1,High
VET1131,50,76,94,0.32,3,53,89,41,30.8,High
VET1132,90,88,48,0.44,4,45,86,40,26.4,High
VET1133,78,88,38,0.48,2,62,46,99,30.8,High
VET1134,77,95,56,0.33,1,41,79,41,22.1,Medium
VET1135,99,83,63,0.31,3,63,61,70,19.1,Medium
VET1136,73,95,73,0.13,2,36,51,54,12.9,Medium
VET1137,77,67,97,0.32,4,40,84,32,27.2,High
VET1138,89,86,44,0.25,2,60,86,32,17.5,Medium
VET1139,73,54,80,0.34,5,58,42,57,31.6,High
VET1140,57,45,42,0.26,1,42,76,52,32.6,High
VET1141,69,83,78,0.2,3,60,91,77,19.6,Medium
VET1142,54,98,99,0.14,5,31,83,96,16.6,Medium
VET1143,66,59,85,0.23,4,68,58,71,26.5,High
VET1144,90,89,80,0.14,5,44,51,69,11.2,Medium
VET1145,73,53,66,0.17,5,86,94,35,23.3,Medium
VET1146,91,41,46,0.49,4,40,58,49,38.1,High
VET1147,96,48,87,0.28,5,63,77,40,25.2,High
VET1148,77,76,58,0.31,3,68,34,56,24.9,Medium
VET1149,72,59,62,0.45,2,33,64,50,36.3,High
VET1150,63,65,89,0.5,5,40,75,42,39.4,High
VET1151,54,68,84,0.33,3,58,64,64,32.1,High
VET1152,99,40,39,0.42,2,31,74,76,33.2,High
VET1153,69,94,76,0.23,2,45,42,57,18.9,Medium
VET1154,94,74,52,0.22,5,68,39,50,17.4,Medium
VET1155,81,45,50,0.26,3,42,95,47,27.8,High
VET1156,90,76,42,0.37,5,66,99,60,25.3,High
VET1157,56,92,62,0.37,4,46,54,89,28.9,High
VET1158,44,98,53,0.23,2,50,73,66,23.1,Medium
VET1159,68,44,40,0.15,5,73,89,50,25.1,High
VET1160,43,72,46,0.35,2,89,76,43,34.5,High
VET1161,49,88,97,0.15,3,48,69,89,20.1,Medium
VET1162,95,90,76,0.33,1,36,36,52,19.5,Medium
VET1163,56,53,54,0.38,5,67,75,58,37.2,High
VET1164,49,51,50,0.38,5,37,52,76,39.0,High
VET1165,56,81,41,0.4,2,42,75,59,32.6,High
VET1166,99,59,66,0.45,3,66,42,67,30.9,High
VET1167,59,92,71,0.3,4,31,50,56,24.8,Medium
VET1168,63,89,46,0.39,3,70,30,44,29.1,High
VET1169,44,63,77,0.35,5,40,48,88,36.1,High
VET1170,73,98,57,0.17,4,53,89,32,14.3,Medium
VET1171,45,82,70,0.11,3,35,62,39,20.1,Medium
VET1172,92,73,76,0.21,1,55,33,46,17.5,Medium
VET1173,41,64,47,0.28,2,36,32,40,33.0,High
VET1174,52,89,42,0.35,3,86,81,77,29.3,High
VET1175,82,68,42,0.44,3,68,57,34,32.0,High
VET1176,82,96,60,0.18,1,48,99,98,13.4,Medium
VET1177,87,78,31,0.15,5,35,99,93,14.5,Medium
VET1178,50,70,45,0.49,2,72,84,43,40.5,High
VET1179,90,95,38,0.14,3,58,86,79,10.0,Medium
VET1180,86,86,67,0.29,4,72,45,55,20.1,Medium
VET1181,96,82,83,0.33,3,68,53,98,20.9,Medium
VET1182,62,89,85,0.32,2,31,98,36,25.8,High
VET1183,94,62,74,0.13,3,48,70,45,15.3,Medium
VET1184,55,83,63,0.12,1,33,76,84,18.4,Medium
VET1185,70,77,38,0.14,3,87,98,85,17.6,Medium
VET1186,50,59,37,0.33,3,35,60,33,34.7,High
VET1187,93,62,36,0.32,4,78,59,77,25.0,High
VET1188,55,84,65,0.19,1,86,47,46,21.7,Medium
VET1189,47,91,47,0.36,1,66,73,65,30.4,High
VET1190,43,55,32,0.43,3,57,56,99,41.9,High
VET1191,79,89,57,0.12,4,59,55,67,12.4,Medium
VET1192,43,81,99,0.3,3,36,89,91,30.2,High
VET1193,95,99,73,0.38,3,38,47,77,20.2,Medium
VET1194,64,94,50,0.2,2,54,85,39,18.4,Medium
VET1195,42,47,57,0.22,2,62,60,65,33.2,High
VET1196,71,89,83,0.35,4,30,88,58,25.5,High
VET1197,42,60,83,0.46,5,80,31,33,42.6,High
VET1198,66,40,94,0.42,2,35,68,73,39.8,High
VET1199,68,94,50,0.33,5,47,90,85,24.1,Medium
VET1200,71,47,42,0.39,1,39,92,71,35.9,High
VET1201,89,68,86,0.25,2,57,47,42,21.1,Medium
VET1202,97,71,78,0.36,2,40,46,75,24.4,Medium
VET1203,90,77,83,0.29,4,62,68,62,21.1,Medium
VET1204,58,44,39,0.18,5,30,83,50,28.6,High
VET1205,60,86,82,0.38,2,42,64,86,29.8,High
VET1206,44,61,73,0.32,2,66,40,98,35.0,High
VET1207,57,86,76,0.24,4,49,90,99,23.4,Medium
VET1208,67,73,82,0.46,4,30,73,96,35.0,High
VET1209,81,40,75,0.11,5,81,97,77,21.3,Medium
VET1210,61,94,42,0.23,1,32,54,62,20.5,Medium
VET1211,60,94,66,0.12,1,47,77,65,15.2,Medium
VET1212,45,65,53,0.41,3,70,61,62,38.5,High
VET1213,40,82,31,0.38,2,43,33,60,34.6,High
VET1214,44,49,43,0.23,5,60,67,50,32.9,High
VET1215,80,69,39,0.37,2,56,92,56,28.7,High
VET1216,51,89,64,0.26,5,46,76,91,25.0,High
VET1217,65,57,54,0.4,5,84,30,55,35.6,High
VET1218,85,56,32,0.28,5,75,32,95,25.8,High
VET1219,73,65,46,0.26,2,58,91,41,25.4,High
VET1220,88,47,41,0.47,4,65,93,51,36.5,High
VET1221,53,86,83,0.2,2,66,46,46,22.2,Medium
VET1222,65,79,53,0.15,5,55,91,36,18.7,Medium
VET1223,84,88,58,0.33,3,82,64,97,22.1,Medium
VET1224,66,51,72,0.49,1,46,42,66,41.1,High
VET1225,48,66,54,0.25,5,51,64,67,29.7,High
VET1226,65,47,89,0.12,3,54,72,40,23.6,Medium
VET1227,96,64,94,0.24,4,31,31,30,20.0,Medium
VET1228,86,85,57,0.3,5,84,85,54,20.8,Medium
VET1229,96,43,45,0.16,3,51,80,71,20.2,Medium
VET1230,61,72,76,0.36,5,34,83,81,31.4,High
VET1231,86,40,87,0.5,2,33,45,53,39.8,High
VET1232,95,58,56,0.28,3,65,47,82,23.4,Medium
VET1233,69,70,82,0.24,2,35,36,85,24.2,Medium
VET1234,82,55,71,0.26,2,81,74,92,25.6,High
VET1235,87,53,88,0.15,3,50,65,37,19.5,Medium
VET1236,56,92,76,0.45,1,42,70,88,32.9,High
VET1237,65,87,63,0.27,3,83,71,74,23.1,Medium
VET1238,75,44,66,0.25,1,66,36,56,28.7,High
VET1239,40,80,35,0.36,5,84,44,81,34.0,High
VET1240,47,65,36,0.28,5,54,89,47,31.6,High
VET1241,88,67,54,0.36,3,55,69,45,27.0,High
VET1242,74,41,62,0.12,5,84,66,95,23.0,Medium
VET1243,91,89,84,0.43,4,68,95,34,25.5,High
VET1244,54,45,87,0.48,2,49,84,32,44.2,High
VET1245,86,48,36,0.36,2,62,85,99,31.2,High
VET1246,95,72,86,0.48,1,43,73,36,30.6,High
VET1247,61,80,41,0.16,5,85,86,79,19.8,Medium
VET1248,53,64,45,0.29,1,65,35,43,31.1,High
VET1249,65,87,72,0.34,2,46,61,67,26.6,High
VET1250,67,52,36,0.33,2,50,47,76,32.7,High
VET1251,62,48,80,0.26,5,75,97,62,31.0,High
VET1252,53,92,61,0.24,4,45,36,72,23.0,Medium
VET1253,63,52,37,0.15,4,75,37,58,24.5,Medium
VET1254,41,70,74,0.26,5,45,93,86,30.8,High
VET1255,84,80,88,0.17,5,85,36,34,15.7,Medium
VET1256,65,50,33,0.39,1,49,70,89,36.5,High
VET1257,53,43,96,0.18,5,58,69,99,29.8,High
VET1258,98,73,58,0.12,4,57,32,31,11.8,Medium
VET1259,95,77,58,0.32,5,37,46,99,21.6,Medium
VET1260,90,85,57,0.34,1,53,95,72,22.0,Medium
VET1261,46,43,73,0.45,1,32,81,33,44.7,High
VET1262,42,77,33,0.33,1,54,51,85,32.7,High
VET1263,86,58,38,0.24,1,48,33,88,23.2,Medium
VET1264,62,45,34,0.42,3,62,35,38,39.6,High
VET1265,85,73,85,0.32,5,31,67,32,24.4,Medium
VET1266,82,57,79,0.13,2,44,55,77,18.7,Medium
VET1267,86,52,44,0.33,5,51,40,72,28.9,High
VET1268,99,80,61,0.46,3,89,46,30,27.2,High
VET1269,84,62,57,0.26,1,39,60,86,23.8,Medium
VET1270,57,58,51,0.22,3,47,64,82,28.0,High
VET1271,97,84,46,0.16,4,51,45,45,11.8,Medium
VET1272,77,50,88,0.16,4,75,47,80,22.6,Medium
VET1273,74,40,86,0.27,5,78,91,84,30.7,High
VET1274,90,63,55,0.34,5,56,56,30,26.4,High
VET1275,54,93,54,0.13,2,42,64,57,17.1,Medium
VET1276,64,46,39,0.48,2,62,74,82,42.0,High
VET1277,94,64,74,0.4,4,34,64,87,28.4,High
VET1278,76,60,40,0.33,1,55,57,89,29.3,High
VET1279,67,54,82,0.43,3,42,38,88,37.3,High
VET1280,49,40,97,0.13,2,56,44,51,28.7,High
VET1281,78,51,57,0.29,2,86,50,37,28.7,High
VET1282,96,97,94,0.35,1,43,81,78,18.9,Medium
VET1283,56,46,78,0.43,1,53,64,71,41.1,High
VET1284,78,54,76,0.41,5,32,80,56,34.1,High
VET1285,61,60,81,0.21,3,76,84,68,26.3,High
VET1286,65,58,83,0.48,1,80,73,54,39.4,High
VET1287,83,99,89,0.15,2,78,94,67,11.1,Medium
VET1288,64,68,86,0.45,2,59,54,53,36.1,High
VET1289,56,64,76,0.49,4,64,76,53,40.5,High
VET1290,52,72,60,0.17,1,77,85,89,23.7,Medium
VET1291,59,88,75,0.39,5,43,67,79,30.1,High
VET1292,64,71,55,0.12,3,41,40,95,19.0,Medium
VET1293,43,88,34,0.26,5,57,96,43,26.8,High
VET1294,49,74,81,0.31,2,73,44,82,30.9,High
VET1295,42,83,83,0.33,5,58,30,61,31.5,High
VET1296,80,77,62,0.47,2,72,36,77,32.1,High
VET1297,84,65,79,0.37,2,46,30,68,28.7,High
VET1298,57,50,67,0.29,2,69,78,69,33.1,High
VET1299,86,74,56,0.42,2,78,58,71,29.0,High
VET1300,75,47,44,0.48,2,50,55,37,39.6,High
VET1301,86,85,90,0.11,4,86,74,55,11.3,Medium
VET1302,61,53,50,0.49,5,52,41,41,41.7,High
VET1303,73,49,75,0.13,4,49,61,72,22.1,Medium
VET1304,86,41,98,0.43,4,40,49,80,36.1,High
VET1305,47,85,35,0.21,1,86,80,92,24.1,Medium
VET1306,79,48,67,0.15,1,86,65,78,22.1,Medium
VET1307,88,42,91,0.28,1,63,96,56,28.0,High
VET1308,83,60,91,0.36,3,39,30,38,29.4,High
VET1309,58,65,75,0.25,1,39,56,68,27.9,High
VET1310,81,47,42,0.12,5,72,69,94,20.4,Medium
VET1311,80,87,32,0.34,4,89,43,36,23.6,Medium
VET1312,76,41,35,0.46,5,35,98,96,39.6,High
VET1313,45,45,37,0.25,1,65,35,39,34.5,High
VET1314,91,67,73,0.19,3,53,62,82,17.9,Medium
VET1315,65,92,62,0.28,3,41,84,86,22.6,Medium
VET1316,73,68,79,0.12,4,72,48,56,17.8,Medium
VET1317,98,65,40,0.43,5,84,58,83,28.9,High
VET1318,95,64,57,0.43,2,52,90,33,29.7,High
VET1319,98,51,99,0.34,5,56,99,52,27.2,High
VET1320,84,44,70,0.24,1,87,53,77,26.4,High
VET1321,45,73,45,0.42,2,86,52,71,37.4,High
VET1322,76,87,97,0.32,3,74,39,32,23.4,Medium
VET1323,96,76,77,0.43,4,66,83,32,27.1,High
VET1324,72,54,85,0.35,4,35,70,57,32.3,High
VET1325,92,83,93,0.41,3,30,78,92,25.5,High
VET1326,61,75,88,0.34,1,35,46,60,29.8,High
VET1327,60,54,91,0.27,3,79,85,39,30.7,High
VET1328,45,82,40,0.48,1,51,74,78,38.6,High
VET1329,45,87,47,0.32,2,70,59,50,29.6,High
VET1330,94,62,48,0.34,3,53,73,82,25.8,High
VET1331,87,45,84,0.19,1,54,84,83,23.1,Medium
VET1332,43,85,55,0.35,2,44,48,86,31.9,High
VET1333,69,89,35,0.33,3,55,58,49,24.9,Medium
VET1334,50,83,33,0.17,4,37,31,78,21.9,Medium
VET1335,69,98,58,0.12,3,80,65,36,12.6,Medium
VET1336,70,82,88,0.34,5,53,48,58,26.6,High
VET1337,63,84,46,0.41,3,77,36,77,31.1,High
VET1338,94,60,72,0.31,5,67,55,42,24.7,Medium
VET1339,48,62,95,0.19,2,35,67,32,27.5,High
VET1340,94,82,63,0.37,3,83,32,31,23.3,Medium
VET1341,42,94,37,0.13,2,64,95,45,19.3,Medium
VET1342,90,55,42,0.28,2,71,72,35,25.0,High
VET1343,70,86,37,0.17,1,30,91,74,17.3,Medium
VET1344,79,92,94,0.17,2,89,53,34,14.3,Medium
VET1345,76,99,72,0.18,2,75,68,85,14.0,Medium
VET1346,75,54,68,0.25,3,65,97,61,26.7,High
VET1347,63,64,88,0.12,3,87,73,78,20.6,Medium
VET1348,70,75,73,0.26,4,41,34,42,24.0,Medium
VET1349,45,50,38,0.3,1,67,84,59,36.0,High
VET1350,41,90,66,0.29,2,40,59,54,28.3,High
VET1351,59,54,65,0.25,1,41,58,89,29.9,High
VET1352,67,43,57,0.44,5,71,55,88,40.0,High
VET1353,50,60,71,0.16,2,79,55,57,26.0,High
VET1354,43,52,72,0.3,1,68,66,87,36.0,High
VET1355,54,61,71,0.12,4,36,82,49,23.0,Medium
VET1356,45,58,95,0.13,4,40,59,63,25.9,High
VET1357,93,73,84,0.33,2,65,32,34,23.3,Medium
VET1358,88,53,77,0.33,5,81,72,89,28.3,High
VET1359,69,43,51,0.45,4,60,36,72,40.1,High
VET1360,95,87,56,0.32,4,62,78,86,19.6,Medium
VET1361,77,92,96,0.48,5,42,70,86,30.2,High
VET1362,90,91,42,0.12,1,47,83,83,9.8,Low
VET1363,96,85,74,0.14,4,70,98,74,10.8,Medium
VET1364,41,66,39,0.12,3,87,56,66,24.6,Medium
VET1365,54,68,38,0.17,4,85,37,77,24.1,Medium
VET1366,50,86,83,0.32,1,53,61,83,28.8,High
VET1367,47,67,56,0.36,1,38,93,77,35.2,High
VET1368,65,74,63,0.12,2,60,39,35,18.2,Medium
VET1369,90,47,30,0.48,3,84,42,63,36.6,High
VET1370,84,55,61,0.44,1,70,92,92,34.2,High
VET1371,83,81,96,0.22,5,39,64,77,18.2,Medium
VET1372,44,75,49,0.13,3,89,90,52,22.7,Medium
VET1373,45,69,64,0.17,3,31,83,42,25.7,High
VET1374,65,57,46,0.15,5,67,37,76,23.1,Medium
VET1375,93,41,47,0.15,4,44,58,73,20.7,Medium
VET1376,43,88,74,0.31,5,32,70,61,29.3,High
VET1377,58,52,82,0.2,5,72,59,55,28.0,High
VET1378,59,43,97,0.24,4,60,50,82,31.6,High
VET1379,72,65,94,0.5,4,35,40,43,37.6,High
VET1380,59,64,30,0.37,4,32,31,81,33.9,High
VET1381,88,69,87,0.48,4,85,79,65,32.6,High
VET1382,51,50,55,0.16,4,40,70,37,27.8,High
VET1383,86,46,49,0.25,5,44,95,69,26.1,High
VET1384,40,70,39,0.32,2,74,32,51,34.0,High
VET1385,65,83,88,0.13,2,81,80,45,16.9,Medium
VET1386,53,49,70,0.1,1,57,97,89,24.6,Medium
VET1387,77,78,34,0.37,2,39,54,89,27.5,High
VET1388,76,52,94,0.36,2,67,59,39,32.4,High
VET1389,50,70,46,0.26,5,76,40,54,29.0,High
VET1390,75,46,51,0.3,4,86,46,60,30.8,High
VET1391,52,95,70,0.27,4,79,55,50,24.1,Medium
VET1392,82,88,97,0.11,5,79,52,62,11.5,Medium
VET1393,42,81,98,0.23,2,36,85,60,26.9,High
VET1394,72,81,40,0.17,5,44,81,50,17.9,Medium
VET1395,45,95,85,0.14,1,47,77,65,19.0,Medium
VET1396,89,75,80,0.48,4,47,49,94,31.2,High
VET1397,95,59,50,0.34,3,81,31,33,26.2,High
VET1398,49,43,55,0.39,1,70,60,97,41.1,High
VET1399,44,93,48,0.23,1,53,56,33,24.1,Medium
VET1400,62,46,89,0.26,5,31,31,38,31.4,High
VET1401,49,93,76,0.19,2,69,33,59,21.1,Medium
VET1402,83,40,55,0.14,4,49,42,74,22.4,Medium
VET1403,41,83,69,0.17,3,63,64,33,23.7,Medium
VET1404,52,95,34,0.42,1,72,95,98,31.6,High
VET1405,79,84,50,0.37,3,55,35,52,25.9,High
VET1406,41,81,33,0.32,2,36,60,45,31.6,High
VET1407,59,86,52,0.29,2,67,39,51,25.5,High
VET1408,40,98,44,0.47,3,59,50,77,35.9,High
VET1409,76,52,37,0.13,4,71,52,91,20.9,Medium
VET1410,48,94,70,0.21,2,34,32,89,22.1,Medium
VET1411,56,61,48,0.24,3,40,61,34,28.6,High
VET1412,48,93,75,0.41,1,30,49,36,32.3,High
VET1413,50,60,57,0.5,3,63,58,80,43.0,High
VET1414,54,61,97,0.2,3,85,81,94,27.0,High
VET1415,63,67,44,0.45,5,30,75,38,36.5,High
VET1416,77,48,66,0.43,2,48,63,74,36.5,High
VET1417,94,65,30,0.19,4,31,90,76,17.7,Medium
VET1418,74,48,96,0.26,4,50,99,96,28.6,High
VET1419,69,54,53,0.26,5,49,40,53,28.4,High
VET1420,70,49,56,0.49,4,52,92,39,40.7,High
VET1421,88,63,69,0.17,3,50,50,77,18.3,Medium
VET1422,44,97,92,0.42,5,53,32,64,32.8,High
VET1423,99,96,90,0.23,1,33,39,83,12.5,Medium
VET1424,83,81,65,0.39,2,41,56,45,26.7,High
VET1425,89,47,53,0.27,2,51,41,82,26.3,High
VET1426,53,63,53,0.33,2,49,36,69,33.3,High
VET1427,92,55,33,0.43,3,47,46,49,32.1,High
VET1428,95,88,96,0.42,1,30,94,98,24.4,Medium
VET1429,50,65,63,0.45,5,59,93,74,39.5,High
VET1430,48,66,86,0.12,5,62,55,35,23.2,Medium
VET1431,73,76,78,0.38,2,53,44,98,29.2,High
VET1432,51,43,82,0.16,1,43,62,78,29.2,High
VET1433,74,89,52,0.27,1,65,91,68,20.9,Medium
VET1434,74,63,98,0.32,1,34,76,31,28.6,High
VET1435,40,58,82,0.26,4,40,64,68,33.4,High
VET1436,79,75,91,0.31,4,53,94,50,24.7,Medium
VET1437,61,99,70,0.5,2,89,54,69,33.0,High
VET1438,99,78,86,0.15,1,60,86,83,12.1,Medium
VET1439,68,49,89,0.37,1,84,61,41,35.1,High
VET1440,47,64,83,0.26,5,42,92,66,30.8,High
VET1441,50,57,99,0.15,5,45,41,67,26.1,High
VET1442,80,58,86,0.16,2,53,92,44,20.4,Medium
VET1443,76,75,39,0.48,1,42,30,36,33.8,High
VET1444,53,49,69,0.45,2,53,80,79,42.1,High
VET1445,99,72,36,0.46,5,83,99,94,28.8,High
VET1446,69,94,67,0.5,5,55,37,96,32.4,High
VET1447,74,89,90,0.18,4,31,97,73,16.4,Medium
VET1448,60,44,32,0.24,2,45,34,60,31.2,High
VET1449,76,86,80,0.37,2,67,68,72,26.1,High
VET1450,44,88,76,0.29,1,75,52,77,28.1,High
VET1451,58,74,97,0.27,1,30,97,90,27.1,High
VET1452,98,83,67,0.24,4,78,81,39,15.8,Medium
VET1453,53,73,65,0.34,3,40,33,58,31.8,High
VET1454,65,72,70,0.33,3,80,76,77,29.1,High
VET1455,43,94,98,0.16,3,64,50,91,20.6,Medium
VET1456,64,60,42,0.29,2,72,85,42,29.7,High
VET1457,84,56,87,0.32,2,58,95,73,28.0,High
VET1458,81,61,79,0.33,5,66,88,76,28.1,High
VET1459,64,87,59,0.18,2,46,36,93,18.8,Medium
VET1460,57,76,91,0.4,2,87,78,82,33.4,High
VET1461,79,54,54,0.11,2,83,45,73,18.9,Medium
VET1462,47,74,56,0.24,4,68,46,57,27.8,High
VET1463,78,67,80,0.41,2,71,63,31,31.5,High
VET1464,79,46,86,0.33,1,57,62,86,31.5,High
VET1465,53,71,76,0.2,1,58,55,86,25.2,High
VET1466,71,50,68,0.38,5,72,95,63,34.8,High
VET1467,90,49,45,0.33,4,32,92,87,28.7,High
VET1468,77,48,51,0.42,1,81,70,81,36.0,High
VET1469,72,53,83,0.39,4,39,87,58,34.5,High
VET1470,62,52,50,0.34,4,88,39,64,34.2,High
VET1471,54,96,45,0.3,5,71,44,77,25.0,High
VET1472,72,64,88,0.15,4,43,71,62,20.3,Medium
VET1473,64,41,60,0.2,2,41,86,38,29.0,High
VET1474,56,74,71,0.27,4,76,46,77,27.5,High
VET1475,72,46,61,0.34,5,71,89,96,33.4,High
VET1476,86,60,88,0.31,5,59,38,65,26.3,High
VET1477,94,57,63,0.22,5,61,65,73,20.8,Medium
VET1478,41,42,38,0.1,1,61,65,89,28.4,High
VET1479,53,81,40,0.3,2,71,77,92,28.2,High
VET1480,92,93,39,0.21,1,61,80,34,13.5,Medium
VET1481,79,78,46,0.39,3,55,99,69,28.1,High
VET1482,79,80,97,0.11,2,80,97,48,13.7,Medium
VET1483,90,88,77,0.33,4,30,51,76,20.9,Medium
VET1484,78,50,81,0.48,5,85,35,94,38.4,High
VET1485,90,78,54,0.17,3,87,55,96,14.9,Medium
VET1486,45,63,50,0.29,2,71,32,47,32.9,High
VET1487,45,99,94,0.14,1,31,81,79,18.2,Medium
VET1488,42,85,92,0.35,5,46,89,59,32.1,High
VET1489,46,58,80,0.32,1,59,92,95,35.2,High
VET1490,90,43,65,0.26,2,85,94,34,26.4,High
VET1491,47,65,95,0.31,2,68,81,71,33.1,High
VET1492,81,77,44,0.46,3,36,43,34,31.4,High
VET1493,91,81,68,0.18,4,81,97,79,14.6,Medium
VET1494,54,71,99,0.11,1,56,57,87,20.5,Medium
VET1495,86,78,30,0.44,3,38,39,37,29.2,High
VET1496,68,84,52,0.33,5,51,86,60,26.1,High
VET1497,72,85,68,0.46,4,63,95,41,31.6,High
VET1498,91,75,86,0.34,3,75,79,50,23.8,Medium
VET1499,69,79,63,0.42,1,78,43,91,31.4,High
VET1500,78,76,70,0.27,2,30,45,62,22.7,Medium
VET1501,66,72,42,0.4,5,38,83,55,32.4,High
VET1502,75,75,99,0.47,1,49,72,69,33.5,High
VET1503,68,42,35,0.33,4,82,71,94,34.5,High
VET1504,77,48,81,0.17,4,48,51,88,23.5,Medium
VET1505,96,47,32,0.21,2,65,97,44,21.9,Medium
VET1506,72,72,92,0.18,2,89,48,30,20.2,Medium
VET1507,76,98,78,0.2,5,69,95,40,15.2,Medium
VET1508,66,45,76,0.22,5,74,68,84,28.8,High
VET1509,94,80,84,0.32,2,33,48,31,21.2,Medium
VET1510,72,78,93,0.34,2,38,45,94,27.0,High
VET1511,43,43,94,0.27,4,70,83,73,36.3,High
VET1512,61,52,96,0.35,2,51,54,45,34.9,High
VET1513,41,88,44,0.13,3,47,47,51,20.7,Medium
VET1514,49,99,61,0.14,1,41,52,47,17.4,Medium
VET1515,44,41,97,0.17,2,71,40,76,31.5,High
VET1516,98,99,47,0.31,5,72,68,59,16.1,Medium
VET1517,49,44,72,0.19,3,68,97,39,30.9,High
VET1518,72,83,64,0.21,5,38,54,87,19.5,Medium
